Country Code,Year,Size,Value,Unit,Main Activity Sector Name,Main Activity Code,Country,ETS information,Active Installation,Entities
EU27,2008.0,All sizes,3107963.0,units,23 Metal ore roasting or sintering,23,EU27,1. Total allocated allowances (EUA or EUAA),all entities,9.0
EU27,2008.0,All sizes,5908554.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,EU27,2. Verified emissions,all entities,92.0
EU27,2008.0,All sizes,5908554.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,EU27,2.1 EU-ETS Verified Emission,all entities,92.0
EU27,2008.0,All sizes,8020406.0,units,25 Production or processing of ferrous metals,25,EU27,1. Total allocated allowances (EUA or EUAA),all entities,92.0
EU27,2008.0,All sizes,141417414.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,EU27,2. Verified emissions,all entities,225.0
EU27,2008.0,All sizes,198287297.0,units,24  Production of pig iron or steel,24,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,225.0
EU27,2009.0,All sizes,197500.0,units,24  Production of pig iron or steel,24,EU27,4.3 Surrendered emission reduction units (ERUs),all entities,224.0
EU27,2008.0,All sizes,663460.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,EU27,2. Verified emissions,all entities,18.0
EU27,2008.0,All sizes,2946345.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,EU27,2. Verified emissions,all entities,9.0
EU27,2008.0,All sizes,2946345.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,EU27,2.1 EU-ETS Verified Emission,all entities,9.0
EU27,2008.0,All sizes,7089795.0,units,22  Production of coke,22,EU27,1.1 Freely allocated allowances,all entities,26.0
EU27,2008.0,All sizes,141439312.0,units,24  Production of pig iron or steel,24,EU27,4. Total surrendered units,all entities,225.0
EU27,2008.0,All sizes,198287297.0,units,24  Production of pig iron or steel,24,EU27,1.1 Freely allocated allowances,all entities,225.0
EU27,2009.0,All sizes,,units,22  Production of coke,22,EU27,4.3 Surrendered emission reduction units (ERUs),all entities,25.0
EU27,2009.0,All sizes,8044377.0,units,25 Production or processing of ferrous metals,25,EU27,1.1 Freely allocated allowances,all entities,92.0
ES,2016.0,All sizes,7050143.0,units,24  Production of pig iron or steel,24,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,22.0
ES,2017.0,All sizes,23308.0,units,25 Production or processing of ferrous metals,25,Spain,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,19.0
ES,2017.0,All sizes,50472.0,units,22  Production of coke,22,Spain,1. Total allocated allowances (EUA or EUAA),all entities,3.0
ES,2017.0,All sizes,154292.0,units,23 Metal ore roasting or sintering,23,Spain,1.1 Freely allocated allowances,all entities,1.0
ES,2017.0,All sizes,619341.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Spain,2.1 EU-ETS Verified Emission,all entities,19.0
ES,2017.0,All sizes,619341.0,units,25 Production or processing of ferrous metals,25,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,19.0
ES,2017.0,All sizes,910676.0,units,28 Production or processing of non-ferrous metals,28,Spain,4. Total surrendered units,all entities,9.0
ES,2017.0,All sizes,6693546.0,units,24  Production of pig iron or steel,24,Spain,4. Total surrendered units,all entities,22.0
ES,2017.0,All sizes,8379003.0,units,24  Production of pig iron or steel,24,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,22.0
ES,2017.0,All sizes,8392761.0,units,24  Production of pig iron or steel,24,Spain,1. Total allocated allowances (EUA or EUAA),all entities,22.0
ES,2017.0,All sizes,154292.0,units,23 Metal ore roasting or sintering,23,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
ES,2017.0,All sizes,161487.0,units,23 Metal ore roasting or sintering,23,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,1.0
ES,2017.0,All sizes,619341.0,units,25 Production or processing of ferrous metals,25,Spain,4. Total surrendered units,all entities,19.0
ES,2017.0,All sizes,6693546.0,units,24  Production of pig iron or steel,24,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,22.0
ES,2018.0,All sizes,28211.0,units,22  Production of coke,22,Spain,4. Total surrendered units,all entities,3.0
ES,2018.0,All sizes,162854.0,units,23 Metal ore roasting or sintering,23,Spain,4. Total surrendered units,all entities,1.0
ES,2018.0,All sizes,604606.0,units,25 Production or processing of ferrous metals,25,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,19.0
ES,,All sizes,19773.0,units,25 Production or processing of ferrous metals,25,Spain,4.2 Surrendered certified emission reductions (CERs),all entities,
ES,,All sizes,36322.0,units,22  Production of coke,22,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
ES,,All sizes,369782.0,units,25 Production or processing of ferrous metals,25,Spain,4. Total surrendered units,all entities,
ES,,All sizes,564856.0,units,25 Production or processing of ferrous metals,25,Spain,1.1 Freely allocated allowances,all entities,
ES,,All sizes,845219.0,units,23 Metal ore roasting or sintering,23,Spain,1.1 Freely allocated allowances,all entities,
ES,,All sizes,33355060.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Spain,2.1 EU-ETS Verified Emission,all entities,
ES,2018.0,All sizes,629229.0,units,25 Production or processing of ferrous metals,25,Spain,1.1 Freely allocated allowances,all entities,19.0
ES,2018.0,All sizes,961986.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2.1 EU-ETS Verified Emission,all entities,9.0
ES,2018.0,All sizes,8226663.0,units,24  Production of pig iron or steel,24,Spain,1.1 Freely allocated allowances,all entities,23.0
ES,2019.0,All sizes,561246.0,units,25 Production or processing of ferrous metals,25,Spain,4. Total surrendered units,all entities,19.0
ES,2019.0,All sizes,727549.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1 Freely allocated allowances,all entities,9.0
ES,2019.0,All sizes,810221.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2.1 EU-ETS Verified Emission,all entities,9.0
ES,2019.0,All sizes,6441308.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Spain,2.1 EU-ETS Verified Emission,all entities,23.0
ES,2020.0,All sizes,25457.0,tonne of CO2 equ.,22  Production of coke,22,Spain,2.1 EU-ETS Verified Emission,all entities,3.0
ES,2020.0,All sizes,145181.0,units,23 Metal ore roasting or sintering,23,Spain,1. Total allocated allowances (EUA or EUAA),all entities,1.0
ES,2020.0,All sizes,7601701.0,units,24  Production of pig iron or steel,24,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,23.0
ES,2021.0,All sizes,27881.0,tonne of CO2 equ.,22  Production of coke,22,Spain,2. Verified emissions,all entities,2.0
ES,2021.0,All sizes,485607.0,units,25 Production or processing of ferrous metals,25,Spain,4. Total surrendered units,all entities,13.0
ES,2018.0,All sizes,731260.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1 Freely allocated allowances,all entities,9.0
ES,2018.0,All sizes,7045960.0,units,24  Production of pig iron or steel,24,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,23.0
ES,2019.0,All sizes,13243.0,units,24  Production of pig iron or steel,24,Spain,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,23.0
ES,2019.0,All sizes,28180.0,tonne of CO2 equ.,22  Production of coke,22,Spain,2.1 EU-ETS Verified Emission,all entities,3.0
ES,2019.0,All sizes,148237.0,units,23 Metal ore roasting or sintering,23,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,1.0
ES,2019.0,All sizes,561246.0,units,25 Production or processing of ferrous metals,25,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,19.0
ES,2019.0,All sizes,703081.0,units,25 Production or processing of ferrous metals,25,Spain,1. Total allocated allowances (EUA or EUAA),all entities,19.0
ES,2019.0,All sizes,810221.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2. Verified emissions,all entities,9.0
ES,2019.0,All sizes,7775000.0,units,24  Production of pig iron or steel,24,Spain,1. Total allocated allowances (EUA or EUAA),all entities,23.0
ES,2020.0,All sizes,47492.0,units,22  Production of coke,22,Spain,1. Total allocated allowances (EUA or EUAA),all entities,3.0
ES,2020.0,All sizes,25457.0,units,22  Production of coke,22,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,3.0
ES,2020.0,All sizes,47492.0,units,22  Production of coke,22,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,3.0
ES,2020.0,All sizes,626722.0,units,25 Production or processing of ferrous metals,25,Spain,1. Total allocated allowances (EUA or EUAA),all entities,19.0
ES,2021.0,All sizes,27881.0,tonne of CO2 equ.,22  Production of coke,22,Spain,2.1 EU-ETS Verified Emission,all entities,2.0
ES,2021.0,All sizes,27881.0,units,22  Production of coke,22,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,2.0
ES,2021.0,All sizes,42581.0,units,22  Production of coke,22,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,2.0
ES,2021.0,All sizes,167036.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,Spain,2. Verified emissions,all entities,1.0
ES,2021.0,All sizes,745066.0,units,28 Production or processing of non-ferrous metals,28,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,9.0
ES,2021.0,All sizes,6604935.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Spain,2.1 EU-ETS Verified Emission,all entities,18.0
ES,,All sizes,234060.0,units,22  Production of coke,22,Spain,4. Total surrendered units,all entities,
ES,,All sizes,4534747.0,units,25 Production or processing of ferrous metals,25,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
ES,,All sizes,5164647.0,units,25 Production or processing of ferrous metals,25,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,52704057.0,units,24  Production of pig iron or steel,24,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
ES,,All sizes,67937625.0,units,24  Production of pig iron or steel,24,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,464123.0,units,23 Metal ore roasting or sintering,23,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,1645064.0,units,25 Production or processing of ferrous metals,25,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,1645064.0,units,25 Production or processing of ferrous metals,25,Spain,1.1 Freely allocated allowances,all entities,
ES,,All sizes,2165168.0,units,28 Production or processing of non-ferrous metals,28,Spain,4. Total surrendered units,all entities,
ES,2021.0,All sizes,745066.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2. Verified emissions,all entities,9.0
ES,2021.0,All sizes,6605672.0,units,24  Production of pig iron or steel,24,Spain,1. Total allocated allowances (EUA or EUAA),all entities,18.0
ES,2022.0,All sizes,42581.0,units,22  Production of coke,22,Spain,1.1 Freely allocated allowances,all entities,2.0
ES,2022.0,All sizes,381557.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Spain,2.1 EU-ETS Verified Emission,all entities,14.0
ES,2022.0,All sizes,543557.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2.1 EU-ETS Verified Emission,all entities,9.0
ES,2023.0,All sizes,102313.0,units,23 Metal ore roasting or sintering,23,Spain,1. Total allocated allowances (EUA or EUAA),all entities,1.0
ES,2023.0,All sizes,120711.0,units,23 Metal ore roasting or sintering,23,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,1.0
ES,2020.0,All sizes,474798.0,units,25 Production or processing of ferrous metals,25,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,19.0
ES,2020.0,All sizes,630844.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2. Verified emissions,all entities,9.0
ES,2021.0,All sizes,27881.0,units,22  Production of coke,22,Spain,4. Total surrendered units,all entities,2.0
ES,2021.0,All sizes,167036.0,units,23 Metal ore roasting or sintering,23,Spain,4. Total surrendered units,all entities,1.0
ES,2021.0,All sizes,485607.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Spain,2.1 EU-ETS Verified Emission,all entities,13.0
ES,2021.0,All sizes,588807.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,9.0
ES,2022.0,All sizes,374853.0,units,25 Production or processing of ferrous metals,25,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,14.0
ES,2022.0,All sizes,381557.0,units,25 Production or processing of ferrous metals,25,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,14.0
ES,2022.0,All sizes,564092.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,9.0
ES,2022.0,All sizes,5937730.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Spain,2.1 EU-ETS Verified Emission,all entities,18.0
ES,2022.0,All sizes,6702338.0,units,24  Production of pig iron or steel,24,Spain,1. Total allocated allowances (EUA or EUAA),all entities,18.0
ES,2022.0,All sizes,6702338.0,units,24  Production of pig iron or steel,24,Spain,1.1 Freely allocated allowances,all entities,18.0
ES,2023.0,All sizes,29449.0,tonne of CO2 equ.,22  Production of coke,22,Spain,2.1 EU-ETS Verified Emission,all entities,2.0
ES,2023.0,All sizes,120711.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,Spain,2.1 EU-ETS Verified Emission,all entities,1.0
ES,2023.0,All sizes,333383.0,units,25 Production or processing of ferrous metals,25,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,14.0
ES,2023.0,All sizes,350084.0,units,25 Production or processing of ferrous metals,25,Spain,1.1 Freely allocated allowances,all entities,14.0
ES,2023.0,All sizes,403935.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2.1 EU-ETS Verified Emission,all entities,9.0
ES,2023.0,All sizes,333383.0,units,25 Production or processing of ferrous metals,25,Spain,4. Total surrendered units,all entities,14.0
ES,2023.0,All sizes,5304745.0,units,24  Production of pig iron or steel,24,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,18.0
ES,2023.0,All sizes,5304746.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Spain,2.1 EU-ETS Verified Emission,all entities,18.0
ES,2023.0,All sizes,8072808.0,units,24  Production of pig iron or steel,24,Spain,1. Total allocated allowances (EUA or EUAA),all entities,18.0
ES,2024.0,All sizes,12805.0,units,22  Production of coke,22,Spain,4. Total surrendered units,all entities,2.0
ES,2024.0,All sizes,46021.0,units,22  Production of coke,22,Spain,1.1 Freely allocated allowances,all entities,2.0
ES,2024.0,All sizes,83374.0,units,23 Metal ore roasting or sintering,23,Spain,1. Total allocated allowances (EUA or EUAA),all entities,1.0
ES,2024.0,All sizes,256941.0,units,25 Production or processing of ferrous metals,25,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,14.0
ES,2024.0,All sizes,367260.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Spain,2. Verified emissions,all entities,14.0
AT,,All sizes,4325299.0,units,22  Production of coke,22,Austria,4. Total surrendered units,all entities,
AT,,All sizes,4928805.0,units,22  Production of coke,22,Austria,1.1 Freely allocated allowances,all entities,
AT,,All sizes,34607990.0,units,24  Production of pig iron or steel,24,Austria,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
AT,,All sizes,448199.0,units,28 Production or processing of non-ferrous metals,28,Austria,4. Total surrendered units,all entities,
AT,,All sizes,67100610.0,units,24  Production of pig iron or steel,24,Austria,1.1 Freely allocated allowances,all entities,
AT,,All sizes,93175548.0,units,24  Production of pig iron or steel,24,Austria,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
AT,,All sizes,215481.0,units,28 Production or processing of non-ferrous metals,28,Austria,1. Total allocated allowances (EUA or EUAA),all entities,
ES,2022.0,All sizes,381557.0,units,25 Production or processing of ferrous metals,25,Spain,4. Total surrendered units,all entities,14.0
ES,2022.0,All sizes,564092.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1 Freely allocated allowances,all entities,9.0
ES,2022.0,All sizes,5937731.0,units,24  Production of pig iron or steel,24,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,18.0
ES,2023.0,All sizes,42581.0,units,22  Production of coke,22,Spain,1. Total allocated allowances (EUA or EUAA),all entities,2.0
ES,2023.0,All sizes,42581.0,units,22  Production of coke,22,Spain,1.1 Freely allocated allowances,all entities,2.0
ES,2023.0,All sizes,546456.0,units,28 Production or processing of non-ferrous metals,28,Spain,1. Total allocated allowances (EUA or EUAA),all entities,9.0
EU27,2009.0,All sizes,606623.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,EU27,2. Verified emissions,all entities,18.0
EU27,2009.0,All sizes,852983.0,units,28 Production or processing of non-ferrous metals,28,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,18.0
EU27,2009.0,All sizes,6996689.0,units,22  Production of coke,22,EU27,1.1 Freely allocated allowances,all entities,25.0
EU27,2010.0,All sizes,321400.0,units,22  Production of coke,22,EU27,4.2 Surrendered certified emission reductions (CERs),all entities,24.0
EU27,2010.0,All sizes,600712.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,EU27,2.1 EU-ETS Verified Emission,all entities,18.0
EU27,2010.0,All sizes,4815288.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,EU27,2.1 EU-ETS Verified Emission,all entities,92.0
EU27,2010.0,All sizes,7364138.0,tonne of CO2 equ.,22  Production of coke,22,EU27,2. Verified emissions,all entities,24.0
EU27,2010.0,All sizes,8024184.0,units,25 Production or processing of ferrous metals,25,EU27,1.1 Freely allocated allowances,all entities,92.0
EU27,2009.0,All sizes,99695345.0,units,24  Production of pig iron or steel,24,EU27,4. Total surrendered units,all entities,224.0
EU27,2010.0,All sizes,620847.0,units,24  Production of pig iron or steel,24,EU27,4.3 Surrendered emission reduction units (ERUs),all entities,225.0
EU27,2010.0,All sizes,7335035.0,units,22  Production of coke,22,EU27,1. Total allocated allowances (EUA or EUAA),all entities,24.0
EU27,2010.0,All sizes,8024184.0,units,25 Production or processing of ferrous metals,25,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,92.0
EU27,2011.0,All sizes,618673.0,units,22  Production of coke,22,EU27,4.2 Surrendered certified emission reductions (CERs),all entities,24.0
ES,,All sizes,18852133.0,units,24  Production of pig iron or steel,24,Spain,4. Total surrendered units,all entities,
EU27,2005.0,All sizes,9773913.0,units,22  Production of coke,22,EU27,1.1 Freely allocated allowances,all entities,23.0
EU27,2005.0,All sizes,80713650.0,units,24  Production of pig iron or steel,24,EU27,4. Total surrendered units,all entities,204.0
EU27,2005.0,All sizes,153180639.0,units,24  Production of pig iron or steel,24,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,204.0
EU27,2006.0,All sizes,415302.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,EU27,2. Verified emissions,all entities,12.0
EU27,2006.0,All sizes,478280.0,units,28 Production or processing of non-ferrous metals,28,EU27,1. Total allocated allowances (EUA or EUAA),all entities,12.0
EU27,2006.0,All sizes,3910577.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,EU27,2.1 EU-ETS Verified Emission,all entities,62.0
EU27,2006.0,All sizes,7191015.0,units,25 Production or processing of ferrous metals,25,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,62.0
EU27,2006.0,All sizes,7962134.0,tonne of CO2 equ.,22  Production of coke,22,EU27,2.1 EU-ETS Verified Emission,all entities,24.0
EU27,2006.0,All sizes,9773913.0,units,22  Production of coke,22,EU27,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,24.0
ES,2024.0,All sizes,114696.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,Spain,2. Verified emissions,all entities,1.0
ES,2024.0,All sizes,270851.0,units,25 Production or processing of ferrous metals,25,Spain,1. Total allocated allowances (EUA or EUAA),all entities,14.0
ES,2024.0,All sizes,472610.0,units,28 Production or processing of non-ferrous metals,28,Spain,4. Total surrendered units,all entities,8.0
ES,2024.0,All sizes,6289090.0,units,24  Production of pig iron or steel,24,Spain,1.1 Freely allocated allowances,all entities,19.0
ES,2025.0,All sizes,38473.0,units,22  Production of coke,22,Spain,1.1 Freely allocated allowances,all entities,
ES,2025.0,All sizes,66541.0,units,23 Metal ore roasting or sintering,23,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,2025.0,All sizes,66541.0,units,23 Metal ore roasting or sintering,23,Spain,1.1 Freely allocated allowances,all entities,
ES,2025.0,All sizes,529462.0,units,28 Production or processing of non-ferrous metals,28,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,2025.0,All sizes,38473.0,units,22  Production of coke,22,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,2025.0,All sizes,259774.0,units,25 Production or processing of ferrous metals,25,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,343307.0,units,25 Production or processing of ferrous metals,25,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,33116205.0,units,24  Production of pig iron or steel,24,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,2024.0,All sizes,46021.0,units,22  Production of coke,22,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,2.0
ES,2024.0,All sizes,114696.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,Spain,2.1 EU-ETS Verified Emission,all entities,1.0
ES,2024.0,All sizes,506569.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1 Freely allocated allowances,all entities,8.0
ES,2024.0,All sizes,5911823.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Spain,2. Verified emissions,all entities,19.0
ES,2024.0,All sizes,6289090.0,units,24  Production of pig iron or steel,24,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,19.0
ES,2025.0,All sizes,38473.0,units,22  Production of coke,22,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,2025.0,All sizes,529462.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,454125.0,units,22  Production of coke,22,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,480454.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,Spain,2.1 EU-ETS Verified Emission,all entities,
ES,,All sizes,1036365.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2. Verified emissions,all entities,
ES,,All sizes,1097580.0,units,28 Production or processing of non-ferrous metals,28,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,1245643.0,units,23 Metal ore roasting or sintering,23,Spain,1.1 Freely allocated allowances,all entities,
ES,,All sizes,1253466.0,units,23 Metal ore roasting or sintering,23,Spain,4. Total surrendered units,all entities,
ES,,All sizes,5337422.0,units,25 Production or processing of ferrous metals,25,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,201639.0,units,22  Production of coke,22,Spain,4. Total surrendered units,all entities,
ES,,All sizes,307746.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Spain,2.1 EU-ETS Verified Emission,all entities,
ES,,All sizes,424665.0,units,23 Metal ore roasting or sintering,23,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,675320.0,units,28 Production or processing of non-ferrous metals,28,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,23519022.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Spain,2. Verified emissions,all entities,
ES,,All sizes,6400.0,units,22  Production of coke,22,Spain,4.3 Surrendered emission reduction units (ERUs),all entities,
ES,,All sizes,32589.0,units,25 Production or processing of ferrous metals,25,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
ES,,All sizes,271602.0,units,22  Production of coke,22,Spain,4. Total surrendered units,all entities,
ES,,All sizes,369782.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Spain,2. Verified emissions,all entities,
ES,,All sizes,454125.0,units,22  Production of coke,22,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,845219.0,units,23 Metal ore roasting or sintering,23,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,313740.0,units,22  Production of coke,22,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,313740.0,units,22  Production of coke,22,Spain,1.1 Freely allocated allowances,all entities,
ES,,All sizes,343307.0,units,25 Production or processing of ferrous metals,25,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,675320.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,44650.0,units,28 Production or processing of non-ferrous metals,28,Spain,4.3 Surrendered emission reduction units (ERUs),all entities,
ES,,All sizes,160832.0,units,28 Production or processing of non-ferrous metals,28,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
ES,,All sizes,564856.0,units,25 Production or processing of ferrous metals,25,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,1036365.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2.1 EU-ETS Verified Emission,all entities,
ES,,All sizes,60668869.0,units,24  Production of pig iron or steel,24,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,52704057.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,Spain,2. Verified emissions,all entities,
ES,,All sizes,52704057.0,units,24  Production of pig iron or steel,24,Spain,4. Total surrendered units,all entities,
ES,,All sizes,464123.0,units,23 Metal ore roasting or sintering,23,Spain,1. Total allocated allowances (EUA or EUAA),all entities,
ES,,All sizes,561960.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,Spain,2. Verified emissions,all entities,
ES,,All sizes,1457488.0,units,25 Production or processing of ferrous metals,25,Spain,4. Total surrendered units,all entities,
ES,,All sizes,1645064.0,units,25 Production or processing of ferrous metals,25,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,2165168.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,Spain,2. Verified emissions,all entities,
ES,,All sizes,1097580.0,units,28 Production or processing of non-ferrous metals,28,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,33355060.0,units,24  Production of pig iron or steel,24,Spain,4. Total surrendered units,all entities,
ES,,All sizes,89845.0,units,24  Production of pig iron or steel,24,Spain,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,
ES,,All sizes,172775.0,units,25 Production or processing of ferrous metals,25,Spain,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,
ES,,All sizes,234060.0,tonne of CO2 equ.,22  Production of coke,22,Spain,2.1 EU-ETS Verified Emission,all entities,
ES,,All sizes,234060.0,units,22  Production of coke,22,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
ES,,All sizes,1253466.0,units,23 Metal ore roasting or sintering,23,Spain,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,
ES,,All sizes,434988.0,units,22  Production of coke,22,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,1245643.0,units,23 Metal ore roasting or sintering,23,Spain,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,
ES,,All sizes,4534747.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,Spain,2. Verified emissions,all entities,
