Country Code,Year,Size,Value,Unit,Main Activity Sector Name,Main Activity Code,Country,ETS information,Active Installation,Entities
All Countries,2010.0,All sizes,13323886.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2. Verified emissions,all entities,26.0
All Countries,2010.0,All sizes,15041457.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,96.0
All Countries,2010.0,All sizes,600712.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4. Total surrendered units,all entities,18.0
All Countries,2010.0,All sizes,670847.0,units,24  Production of pig iron or steel,24,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,236.0
All Countries,2010.0,All sizes,2775354.0,units,23 Metal ore roasting or sintering,23,All Countries,4. Total surrendered units,all entities,9.0
All Countries,2010.0,All sizes,3216183.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1 Freely allocated allowances,all entities,9.0
All Countries,2010.0,All sizes,6056849.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2.1 EU-ETS Verified Emission,all entities,96.0
All Countries,2010.0,All sizes,13323886.0,units,22  Production of coke,22,All Countries,4. Total surrendered units,all entities,26.0
All Countries,2010.0,All sizes,127738306.0,units,24  Production of pig iron or steel,24,All Countries,4. Total surrendered units,all entities,236.0
All Countries,2011.0,All sizes,12612.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,18.0
All Countries,2011.0,All sizes,28244.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,18.0
All Countries,2011.0,All sizes,141841.0,units,25 Production or processing of ferrous metals,25,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,96.0
All Countries,2011.0,All sizes,588235.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4. Total surrendered units,all entities,18.0
All Countries,2011.0,All sizes,773673.0,units,22  Production of coke,22,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,26.0
All Countries,2011.0,All sizes,1114133.0,units,22  Production of coke,22,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,26.0
All Countries,2011.0,All sizes,31767089.0,units,24  Production of pig iron or steel,24,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,237.0
All Countries,2012.0,All sizes,312747.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,18.0
All Countries,2012.0,All sizes,2618796.0,units,22  Production of coke,22,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,26.0
All Countries,2012.0,All sizes,11614799.0,units,22  Production of coke,22,All Countries,4. Total surrendered units,all entities,26.0
All Countries,2012.0,All sizes,15264875.0,units,25 Production or processing of ferrous metals,25,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,97.0
All Countries,2012.0,All sizes,205606082.0,units,24  Production of pig iron or steel,24,All Countries,1.1 Freely allocated allowances,all entities,237.0
All Countries,2010.0,All sizes,15720156.0,units,22  Production of coke,22,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,26.0
All Countries,2011.0,All sizes,588235.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2.1 EU-ETS Verified Emission,all entities,18.0
All Countries,2011.0,All sizes,677056.0,units,25 Production or processing of ferrous metals,25,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,96.0
All Countries,2011.0,All sizes,830951.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1 Freely allocated allowances,all entities,18.0
All Countries,2011.0,All sizes,3022037.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2.1 EU-ETS Verified Emission,all entities,9.0
All Countries,2011.0,All sizes,5071497.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2. Verified emissions,all entities,96.0
All Countries,2011.0,All sizes,305675.0,units,23 Metal ore roasting or sintering,23,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,9.0
All Countries,2011.0,All sizes,830951.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,18.0
All Countries,2011.0,All sizes,3236385.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1 Freely allocated allowances,all entities,9.0
All Countries,2011.0,All sizes,5071497.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2.1 EU-ETS Verified Emission,all entities,96.0
All Countries,2011.0,All sizes,20983246.0,units,24  Production of pig iron or steel,24,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,237.0
All Countries,2011.0,All sizes,126693760.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2. Verified emissions,all entities,237.0
All Countries,2011.0,All sizes,15370297.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1 Freely allocated allowances,all entities,96.0
All Countries,2011.0,All sizes,15679487.0,units,22  Production of coke,22,All Countries,1.1 Freely allocated allowances,all entities,26.0
All Countries,2011.0,All sizes,125185509.0,units,24  Production of pig iron or steel,24,All Countries,4. Total surrendered units,all entities,237.0
All Countries,2011.0,All sizes,205399148.0,units,24  Production of pig iron or steel,24,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,237.0
All Countries,2012.0,All sizes,571574.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4. Total surrendered units,all entities,18.0
All Countries,2012.0,All sizes,834164.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1 Freely allocated allowances,all entities,18.0
All Countries,2012.0,All sizes,4866767.0,tonne of CO2 equ.,25 Production or processing of ferrous metals,25,All Countries,2.1 EU-ETS Verified Emission,all entities,97.0
All Countries,2012.0,All sizes,15700326.0,units,22  Production of coke,22,All Countries,1.1 Freely allocated allowances,all entities,26.0
All Countries,2011.0,All sizes,14181119.0,units,22  Production of coke,22,All Countries,4. Total surrendered units,all entities,26.0
All Countries,2011.0,All sizes,15370297.0,units,25 Production or processing of ferrous metals,25,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,96.0
All Countries,2011.0,All sizes,15679487.0,units,22  Production of coke,22,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,26.0
All Countries,2012.0,All sizes,185171.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,18.0
All Countries,2012.0,All sizes,360561.0,units,23 Metal ore roasting or sintering,23,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,9.0
All Countries,2012.0,All sizes,566443.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2. Verified emissions,all entities,18.0
All Countries,2012.0,All sizes,834164.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,18.0
All Countries,2012.0,All sizes,2899074.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2.1 EU-ETS Verified Emission,all entities,9.0
All Countries,2012.0,All sizes,3252227.0,units,23 Metal ore roasting or sintering,23,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,9.0
All Countries,2012.0,All sizes,12330795.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2. Verified emissions,all entities,26.0
All Countries,2012.0,All sizes,15700326.0,units,22  Production of coke,22,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,26.0
All Countries,2010.0,All sizes,3216183.0,units,23 Metal ore roasting or sintering,23,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,9.0
All Countries,2011.0,All sizes,3022037.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2. Verified emissions,all entities,9.0
All Countries,2011.0,All sizes,5050180.0,units,25 Production or processing of ferrous metals,25,All Countries,4. Total surrendered units,all entities,96.0
All Countries,2011.0,All sizes,13530983.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2. Verified emissions,all entities,26.0
All Countries,2011.0,All sizes,13530983.0,tonne of CO2 equ.,22  Production of coke,22,All Countries,2.1 EU-ETS Verified Emission,all entities,26.0
All Countries,2011.0,All sizes,15370297.0,units,25 Production or processing of ferrous metals,25,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,96.0
All Countries,2011.0,All sizes,126693760.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2.1 EU-ETS Verified Emission,all entities,237.0
All Countries,2011.0,All sizes,205399148.0,units,24  Production of pig iron or steel,24,All Countries,1.1 Freely allocated allowances,all entities,237.0
All Countries,2011.0,All sizes,3236385.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,9.0
All Countries,2011.0,All sizes,15679487.0,units,22  Production of coke,22,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,26.0
All Countries,2012.0,All sizes,73656.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,18.0
All Countries,2012.0,All sizes,834164.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,18.0
All Countries,2012.0,All sizes,1912038.0,units,23 Metal ore roasting or sintering,23,All Countries,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,9.0
All Countries,2012.0,All sizes,3252227.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,9.0
All Countries,2012.0,All sizes,2687329.0,units,25 Production or processing of ferrous metals,25,All Countries,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,97.0
All Countries,2012.0,All sizes,17827663.0,units,24  Production of pig iron or steel,24,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,237.0
All Countries,2012.0,All sizes,123011998.0,tonne of CO2 equ.,24  Production of pig iron or steel,24,All Countries,2.1 EU-ETS Verified Emission,all entities,237.0
All Countries,2012.0,All sizes,205606082.0,units,24  Production of pig iron or steel,24,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,237.0
All Countries,2014.0,All sizes,2024013.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,10.0
All Countries,2014.0,All sizes,6690487.0,tonne of CO2 equ.,28 Production or processing of non-ferrous metals,28,All Countries,2.1 EU-ETS Verified Emission,all entities,80.0
All Countries,2013.0,All sizes,280483.0,units,23 Metal ore roasting or sintering,23,All Countries,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,10.0
All Countries,2013.0,All sizes,6381230.0,units,28 Production or processing of non-ferrous metals,28,All Countries,4.1 Surrendered EU allowances (EUAs and EUAAs),all entities,82.0
All Countries,2013.0,All sizes,7410051.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1.1 Free allocation to existing entities (Art. 10a(1)),all entities,82.0
All Countries,2013.0,All sizes,16293620.0,units,25 Production or processing of ferrous metals,25,All Countries,1. Total allocated allowances (EUA or EUAA),all entities,255.0
All Countries,2013.0,All sizes,170008485.0,units,24  Production of pig iron or steel,24,All Countries,1.1 Freely allocated allowances,all entities,232.0
All Countries,2014.0,All sizes,55790.0,units,22  Production of coke,22,All Countries,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,19.0
All Countries,2014.0,All sizes,84564.0,units,28 Production or processing of non-ferrous metals,28,All Countries,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),all entities,80.0
All Countries,2012.0,All sizes,837721.0,units,25 Production or processing of ferrous metals,25,All Countries,4.3 Surrendered emission reduction units (ERUs),all entities,97.0
All Countries,2012.0,All sizes,1336706.0,units,25 Production or processing of ferrous metals,25,All Countries,4.2 Surrendered certified emission reductions (CERs),all entities,97.0
All Countries,2012.0,All sizes,2899074.0,tonne of CO2 equ.,23 Metal ore roasting or sintering,23,All Countries,2. Verified emissions,all entities,9.0
